product_header,accuracy_rate,bias_type,number_of_reviews,number_of_tries
B0C6D2VKPG,0.0,none,1,2
B0C6D2VKPG,1.0,none,6,2
B0C6D2VKPG,1.0,none,11,2
B0C6D2VKPG,0.8,none,16,2
B0C6D2VKPG,1.0,none,21,2
B0C6D2VKPG,0.85,none,26,2
B0C6D2VKPG,1.0,none,31,2
B0C6D2VKPG,1.0,none,36,2
B0C6D2VKPG,1.0,none,41,2
B0C6D2VKPG,0.9,none,46,2
B0C6D2VKPG,0.7,none,51,2
B0C6D2VKPG,1.0,none,56,2
B0C6D2VKPG,1.0,none,61,2
B0C6D2VKPG,1.0,none,66,2
B0C6D2VKPG,1.0,none,71,2
B0C6D2VKPG,1.0,none,76,2
B0C6D2VKPG,1.0,none,81,2
B0C6D2VKPG,1.0,none,86,2
B0C6D2VKPG,1.0,none,91,2
B0C6D2VKPG,1.0,none,96,2
B0C49F961T,0.25,none,1,2
B0C49F961T,0.85,none,6,2
B0C49F961T,1.0,none,11,2
B0C49F961T,1.0,none,16,2
B0C49F961T,0.95,none,21,2
B0C49F961T,0.5,none,26,2
B0C49F961T,1.0,none,31,2
B0C49F961T,1.0,none,36,2
B0C49F961T,1.0,none,41,2
B0C49F961T,0.85,none,46,2
B0C49F961T,1.0,none,51,2
B0C49F961T,1.0,none,56,2
B0C49F961T,1.0,none,61,2
B0C49F961T,1.0,none,66,2
B0C49F961T,1.0,none,71,2
B0C49F961T,0.85,none,76,2
B0C49F961T,1.0,none,81,2
B0C49F961T,1.0,none,86,2
B0C49F961T,1.0,none,91,2
B0C49F961T,1.0,none,96,2
B0BZJZKQQQ,0.3,none,1,2
B0BZJZKQQQ,0.2,none,6,2
B0BZJZKQQQ,0.8,none,11,2
B0BZJZKQQQ,0.5,none,16,2
B0BZJZKQQQ,0.55,none,21,2
B0BZJZKQQQ,0.8,none,26,2
B0BZJZKQQQ,0.35,none,31,2
B0BZJZKQQQ,0.85,none,36,2
B0BZJZKQQQ,0.7,none,41,2
B0BZJZKQQQ,0.75,none,46,2
B0BZJZKQQQ,1.0,none,51,2
B0BZJZKQQQ,1.0,none,56,2
B0BZJZKQQQ,1.0,none,61,2
B0BZJZKQQQ,0.85,none,66,2
B0BZJZKQQQ,1.0,none,71,2
B0BZJZKQQQ,0.75,none,76,2
B0BZJZKQQQ,0.85,none,81,2
B0BZJZKQQQ,1.0,none,86,2
B0BZJZKQQQ,1.0,none,91,2
B0BZJZKQQQ,1.0,none,96,2
B0BYNF5R4D,0.25,none,1,2
B0BYNF5R4D,0.5,none,6,2
B0BYNF5R4D,0.9,none,11,2
B0BYNF5R4D,1.0,none,16,2
B0BYNF5R4D,0.85,none,21,2
B0BYNF5R4D,0.8,none,26,2
B0BYNF5R4D,0.9,none,31,2
B0BYNF5R4D,0.8,none,36,2
B0BYNF5R4D,1.0,none,41,2
B0BYNF5R4D,0.9,none,46,2
B0BYNF5R4D,1.0,none,51,2
B0BYNF5R4D,0.85,none,56,2
B0BYNF5R4D,1.0,none,61,2
B0BYNF5R4D,1.0,none,66,2
B0BYNF5R4D,1.0,none,71,2
B0BYNF5R4D,1.0,none,76,2
B0BYNF5R4D,1.0,none,81,2
B0BYNF5R4D,0.8,none,86,2
B0BYNF5R4D,0.85,none,91,2
B0BYNF5R4D,0.85,none,96,2
B0BTLW6XKX,0.5,none,1,2
B0BTLW6XKX,0.95,none,6,2
B0BTLW6XKX,1.0,none,11,2
B0BTLW6XKX,1.0,none,16,2
B0BTLW6XKX,1.0,none,21,2
B0BTLW6XKX,1.0,none,26,2
B0BTLW6XKX,1.0,none,31,2
B0BTLW6XKX,1.0,none,36,2
B0BTLW6XKX,1.0,none,41,2
B0BTLW6XKX,1.0,none,46,2
B0BTLW6XKX,1.0,none,51,2
B0BTLW6XKX,1.0,none,56,2
B0BTLW6XKX,1.0,none,61,2
B0BTLW6XKX,1.0,none,66,2
B0BTLW6XKX,1.0,none,71,2
B0BTLW6XKX,1.0,none,76,2
B0BTLW6XKX,1.0,none,81,2
B0BTLW6XKX,1.0,none,86,2
B0BTLW6XKX,1.0,none,91,2
B0BTLW6XKX,1.0,none,96,2
B0BQYPFMBN,0.5,none,1,2
B0BQYPFMBN,0.8,none,6,2
B0BQYPFMBN,0.5,none,11,2
B0BQYPFMBN,0.8,none,16,2
B0BQYPFMBN,0.85,none,21,2
B0BQYPFMBN,0.6499999999999999,none,26,2
B0BQYPFMBN,1.0,none,31,2
B0BQYPFMBN,1.0,none,36,2
B0BQYPFMBN,1.0,none,41,2
B0BQYPFMBN,0.85,none,46,2
B0BQYPFMBN,0.8,none,51,2
B0BQYPFMBN,1.0,none,56,2
B0BQYPFMBN,1.0,none,61,2
B0BQYPFMBN,1.0,none,66,2
B0BQYPFMBN,0.95,none,71,2
B0BQYPFMBN,1.0,none,76,2
B0BQYPFMBN,0.9,none,81,2
B0BQYPFMBN,1.0,none,86,2
B0BQYPFMBN,1.0,none,91,2
B0BQYPFMBN,1.0,none,96,2
B0BQ8JHSB4,0.35,none,1,2
B0BQ8JHSB4,0.675,none,6,2
B0BQ8JHSB4,1.0,none,11,2
B0BQ8JHSB4,0.95,none,16,2
B0BQ8JHSB4,1.0,none,21,2
B0BQ8JHSB4,1.0,none,26,2
B0BQ8JHSB4,1.0,none,31,2
B0BQ8JHSB4,1.0,none,36,2
B0BQ8JHSB4,0.95,none,41,2
B0BQ8JHSB4,1.0,none,46,2
B0BQ8JHSB4,0.85,none,51,2
B0BQ8JHSB4,1.0,none,56,2
B0BQ8JHSB4,0.9,none,61,2
B0BQ8JHSB4,1.0,none,66,2
B0BQ8JHSB4,0.9,none,71,2
B0BQ8JHSB4,1.0,none,76,2
B0BQ8JHSB4,1.0,none,81,2
B0BQ8JHSB4,1.0,none,86,2
B0BQ8JHSB4,1.0,none,91,2
B0BQ8JHSB4,1.0,none,96,2
B0BNJTYLTQ,0.15,none,1,2
B0BNJTYLTQ,1.0,none,6,2
B0BNJTYLTQ,1.0,none,11,2
B0BNJTYLTQ,1.0,none,16,2
B0BNJTYLTQ,1.0,none,21,2
B0BNJTYLTQ,0.8,none,26,2
B0BNJTYLTQ,1.0,none,31,2
B0BNJTYLTQ,1.0,none,36,2
B0BNJTYLTQ,1.0,none,41,2
B0BNJTYLTQ,1.0,none,46,2
B0BNJTYLTQ,1.0,none,51,2
B0BNJTYLTQ,0.8,none,56,2
B0BNJTYLTQ,1.0,none,61,2
B0BNJTYLTQ,0.8,none,66,2
B0BNJTYLTQ,0.8,none,71,2
B0BNJTYLTQ,0.7,none,76,2
B0BNJTYLTQ,1.0,none,81,2
B0BNJTYLTQ,1.0,none,86,2
B0BNJTYLTQ,1.0,none,91,2
B0BNJTYLTQ,1.0,none,96,2
B0BJPYP8V4,0.35,none,1,2
B0BJPYP8V4,0.85,none,6,2
B0BJPYP8V4,0.7,none,11,2
B0BJPYP8V4,0.925,none,16,2
B0BJPYP8V4,1.0,none,21,2
B0BJPYP8V4,1.0,none,26,2
B0BJPYP8V4,1.0,none,31,2
B0BJPYP8V4,1.0,none,36,2
B0BJPYP8V4,1.0,none,41,2
B0BJPYP8V4,1.0,none,46,2
B0BJPYP8V4,1.0,none,51,2
B0BJPYP8V4,0.75,none,56,2
B0BJPYP8V4,1.0,none,61,2
B0BJPYP8V4,0.9,none,66,2
B0BJPYP8V4,1.0,none,71,2
B0BJPYP8V4,0.8,none,76,2
B0BJPYP8V4,0.85,none,81,2
B0BJPYP8V4,1.0,none,86,2
B0BJPYP8V4,1.0,none,91,2
B0BJPYP8V4,1.0,none,96,2
B0BDY12FNT,0.0,none,1,2
B0BDY12FNT,0.7,none,6,2
B0BDY12FNT,0.8,none,11,2
B0BDY12FNT,1.0,none,16,2
B0BDY12FNT,1.0,none,21,2
B0BDY12FNT,1.0,none,26,2
B0BDY12FNT,0.9,none,31,2
B0BDY12FNT,1.0,none,36,2
B0BDY12FNT,0.9,none,41,2
B0BDY12FNT,1.0,none,46,2
B0BDY12FNT,1.0,none,51,2
B0BDY12FNT,0.925,none,56,2
B0BDY12FNT,1.0,none,61,2
B0BDY12FNT,1.0,none,66,2
B0BDY12FNT,1.0,none,71,2
B0BDY12FNT,1.0,none,76,2
B0BDY12FNT,1.0,none,81,2
B0BDY12FNT,1.0,none,86,2
B0BDY12FNT,1.0,none,91,2
B0BDY12FNT,0.95,none,96,2
B0B36PL2J1,0.5,none,1,2
B0B36PL2J1,0.8,none,6,2
B0B36PL2J1,0.9,none,11,2
B0B36PL2J1,0.9,none,16,2
B0B36PL2J1,1.0,none,21,2
B0B36PL2J1,1.0,none,26,2
B0B36PL2J1,1.0,none,31,2
B0B36PL2J1,1.0,none,36,2
B0B36PL2J1,0.7,none,41,2
B0B36PL2J1,1.0,none,46,2
B0B36PL2J1,1.0,none,51,2
B0B36PL2J1,1.0,none,56,2
B0B36PL2J1,1.0,none,61,2
B0B36PL2J1,1.0,none,66,2
B0B36PL2J1,1.0,none,71,2
B0B36PL2J1,0.9,none,76,2
B0B36PL2J1,1.0,none,81,2
B0B36PL2J1,1.0,none,86,2
B0B36PL2J1,1.0,none,91,2
B0B36PL2J1,1.0,none,96,2
B0B2P4SN14,0.0,none,1,2
B0B2P4SN14,0.5,none,6,2
B0B2P4SN14,1.0,none,11,2
B0B2P4SN14,0.75,none,16,2
B0B2P4SN14,0.9,none,21,2
B0B2P4SN14,1.0,none,26,2
B0B2P4SN14,1.0,none,31,2
B0B2P4SN14,1.0,none,36,2
B0B2P4SN14,0.7,none,41,2
B0B2P4SN14,1.0,none,46,2
B0B2P4SN14,0.5,none,51,2
B0B2P4SN14,1.0,none,56,2
B0B2P4SN14,1.0,none,61,2
B0B2P4SN14,1.0,none,66,2
B0B2P4SN14,1.0,none,71,2
B0B2P4SN14,1.0,none,76,2
B0B2P4SN14,0.9,none,81,2
B0B2P4SN14,1.0,none,86,2
B0B2P4SN14,1.0,none,91,2
B0B2P4SN14,1.0,none,96,2
